launch_day,has_twitter,has_website,market_cap_decile,description_bin,treated_n,treated_graduation_mean,control_n,control_graduation_mean,att_cell
2026-05-08,1,0,6,medium,1,0.0,212.0,0.0,0.0
2026-05-08,1,0,6,very_long,1,0.0,11.0,0.0,0.0
2026-05-08,1,0,7,long,1,0.0,12.0,0.0,0.0
2026-05-08,1,0,7,zero,1,0.0,80.0,0.0,0.0
2026-05-08,1,0,8,medium,1,0.0,70.0,0.0,0.0
2026-05-08,1,0,9,medium,1,0.0,40.0,0.0,0.0
2026-05-08,1,0,9,zero,1,0.0,84.0,0.0,0.0
2026-05-08,1,1,0,medium,1,0.0,30.0,0.0,0.0
2026-05-08,1,1,0,zero,2,0.0,20.0,0.0,0.0
2026-05-08,1,1,1,long,5,0.0,3.0,0.0,0.0
2026-05-08,1,1,1,medium,1,0.0,43.0,0.0,0.0
2026-05-08,1,1,2,short,2,0.0,13.0,0.0,0.0
2026-05-08,1,1,2,very_long,1,0.0,11.0,0.0,0.0
2026-05-08,1,1,2,zero,1,0.0,83.0,0.0,0.0
2026-05-08,1,1,3,short,1,0.0,3.0,0.0,0.0
2026-05-08,1,1,5,long,1,0.0,22.0,0.0,0.0
2026-05-08,1,1,5,medium,1,0.0,127.0,0.0,0.0
2026-05-08,1,1,5,short,2,0.0,27.0,0.0,0.0
2026-05-08,1,1,5,zero,3,0.0,151.0,0.0,0.0
2026-05-08,1,1,6,long,3,0.0,16.0,0.0,0.0
2026-05-08,1,1,6,medium,3,0.0,119.0,0.0,0.0
2026-05-08,1,1,6,short,3,0.0,15.0,0.0,0.0
2026-05-08,1,1,6,very_long,3,0.0,12.0,0.0,0.0
2026-05-08,1,1,6,zero,2,0.0,169.0,0.0,0.0
2026-05-08,1,1,7,long,1,0.0,30.0,0.0,0.0
2026-05-08,1,1,7,medium,5,0.0,81.0,0.0,0.0
2026-05-08,1,1,7,short,2,0.0,8.0,0.0,0.0
2026-05-08,1,1,7,very_long,1,0.0,9.0,0.0,0.0
2026-05-08,1,1,8,long,3,0.0,12.0,0.0,0.0
2026-05-08,1,1,8,medium,1,0.0,78.0,0.0,0.0
2026-05-08,1,1,8,very_long,1,0.0,5.0,0.0,0.0
2026-05-08,1,1,8,zero,1,0.0,81.0,0.0,0.0
2026-05-08,1,1,9,long,1,0.0,13.0,0.0,0.0
2026-05-08,1,1,9,medium,4,0.0,66.0,0.0,0.0
2026-05-08,1,1,9,short,1,0.0,15.0,0.0,0.0
2026-05-08,1,1,9,very_long,2,0.0,14.0,0.0,0.0
2026-05-08,1,1,9,zero,1,0.0,67.0,0.0,0.0
2026-05-09,0,0,0,long,1,0.0,91.0,0.0,0.0
2026-05-09,0,0,0,very_long,1,0.0,98.0,0.0,0.0
2026-05-09,0,0,0,zero,1,0.0,1333.0,0.0,0.0
2026-05-09,0,0,1,long,1,0.0,62.0,0.0,0.0
2026-05-09,0,0,2,medium,1,0.0,123.0,0.0,0.0
2026-05-09,0,0,2,very_long,1,0.0,40.0,0.0,0.0
2026-05-09,0,0,2,zero,2,0.0,236.0,0.0,0.0
2026-05-09,0,0,3,short,1,0.0,26.0,0.0,0.0
2026-05-09,0,0,3,zero,2,0.0,86.0,0.0,0.0
2026-05-09,0,0,5,long,3,0.0,47.0,0.0,0.0
2026-05-09,0,0,5,medium,1,0.0,111.0,0.0,0.0
2026-05-09,0,0,5,short,3,0.0,108.0,0.0,0.0
2026-05-09,0,0,6,long,2,0.0,33.0,0.0,0.0
2026-05-09,0,0,6,medium,2,0.0,115.0,0.0,0.0
2026-05-09,0,0,6,short,2,0.0,72.0,0.0,0.0
2026-05-09,0,0,6,zero,4,0.0,134.0,0.0,0.0
2026-05-09,0,0,7,long,1,0.0,45.0,0.0,0.0
2026-05-09,0,0,7,short,1,0.0,65.0,0.0,0.0
2026-05-09,0,0,7,very_long,5,0.0,51.0,0.0,0.0
2026-05-09,0,0,8,medium,1,0.0,66.0,0.0,0.0
2026-05-09,0,0,8,short,2,0.0,50.0,0.0,0.0
2026-05-09,0,0,9,short,6,0.0,176.0,0.0,0.0
2026-05-09,0,0,9,very_long,2,0.0,28.0,0.0,0.0
2026-05-09,0,0,9,zero,19,0.0,500.0,0.0,0.0
2026-05-09,0,1,2,long,3,0.0,5.0,0.0,0.0
2026-05-09,0,1,2,zero,1,0.0,15.0,0.0,0.0
2026-05-09,0,1,4,long,1,0.0,2.0,0.0,0.0
2026-05-09,0,1,5,long,1,0.0,4.0,0.0,0.0
2026-05-09,0,1,5,medium,1,0.0,39.0,0.0,0.0
2026-05-09,0,1,6,long,1,0.0,4.0,0.0,0.0
2026-05-09,0,1,7,long,1,0.0,10.0,0.0,0.0
2026-05-09,0,1,7,very_long,2,0.0,19.0,0.0,0.0
2026-05-09,1,0,0,long,2,0.0,28.0,0.0,0.0
2026-05-09,1,0,0,short,2,0.0,94.0,0.0,0.0
2026-05-09,1,0,0,very_long,1,0.0,6.0,0.0,0.0
2026-05-09,1,0,0,zero,2,0.0,106.0,0.0,0.0
2026-05-09,1,0,1,medium,1,0.0,94.0,0.0,0.0
2026-05-09,1,0,1,short,1,0.0,65.0,0.0,0.0
2026-05-09,1,0,1,very_long,1,0.0,1.0,0.0,0.0
2026-05-09,1,0,1,zero,1,0.0,89.0,0.0,0.0
2026-05-09,1,0,2,long,2,0.0,19.0,0.0,0.0
2026-05-09,1,0,2,very_long,2,0.0,13.0,0.0,0.0
2026-05-09,1,0,3,short,1,0.0,14.0,0.0,0.0
2026-05-09,1,0,4,zero,2,0.0,269.0,0.0,0.0
2026-05-09,1,0,5,medium,4,0.0,554.0,0.0,0.0
2026-05-09,1,0,5,zero,1,0.0,596.0,0.0,0.0
2026-05-09,1,0,6,long,4,0.0,22.0,0.0,0.0
2026-05-09,1,0,6,medium,2,0.0,426.0,0.0,0.0
2026-05-09,1,0,6,short,1,0.0,81.0,0.0,0.0
2026-05-09,1,0,6,very_long,3,0.0,17.0,0.0,0.0
2026-05-09,1,0,6,zero,2,0.0,525.0,0.0,0.0
2026-05-09,1,0,7,long,9,0.0,38.0,0.0,0.0
2026-05-09,1,0,7,medium,2,0.0,269.0,0.0,0.0
2026-05-09,1,0,7,short,2,0.0,48.0,0.0,0.0
2026-05-09,1,0,7,very_long,3,0.0,16.0,0.0,0.0
2026-05-09,1,0,7,zero,1,0.0,275.0,0.0,0.0
2026-05-09,1,0,8,long,1,0.0,15.0,0.0,0.0
2026-05-09,1,0,8,medium,1,0.0,188.0,0.0,0.0
2026-05-09,1,0,8,short,3,0.0,45.0,0.0,0.0
2026-05-09,1,0,8,very_long,3,0.0,7.0,0.0,0.0
2026-05-09,1,0,8,zero,1,0.0,220.0,0.0,0.0
2026-05-09,1,0,9,long,1,0.0,24.0,0.0,0.0
2026-05-09,1,0,9,medium,4,0.0,152.0,0.006578947368421052,-0.006578947368421052
2026-05-09,1,0,9,zero,3,0.0,168.0,0.005952380952380952,-0.005952380952380952
2026-05-09,1,1,0,medium,1,0.0,100.0,0.0,0.0
2026-05-09,1,1,0,very_long,1,0.0,11.0,0.0,0.0
2026-05-09,1,1,0,zero,7,0.0,77.0,0.0,0.0
2026-05-09,1,1,1,medium,1,0.0,61.0,0.0,0.0
2026-05-09,1,1,1,zero,2,0.0,50.0,0.0,0.0
2026-05-09,1,1,2,long,1,0.0,11.0,0.0,0.0
2026-05-09,1,1,2,medium,4,0.0,713.0,0.0,0.0
2026-05-09,1,1,2,short,4,0.0,16.0,0.0,0.0
2026-05-09,1,1,2,very_long,3,0.0,12.0,0.0,0.0
2026-05-09,1,1,2,zero,2,0.0,263.0,0.0,0.0
2026-05-09,1,1,3,medium,5,0.0,391.0,0.0,0.0
2026-05-09,1,1,3,short,1,0.0,10.0,0.0,0.0
2026-05-09,1,1,3,zero,11,0.0,231.0,0.0,0.0
2026-05-09,1,1,4,medium,3,0.0,342.0,0.0,0.0
2026-05-09,1,1,4,short,1,0.0,35.0,0.0,0.0
2026-05-09,1,1,4,zero,3,0.0,214.0,0.0,0.0
2026-05-09,1,1,5,long,3,0.0,44.0,0.0,0.0
2026-05-09,1,1,5,medium,4,0.25,673.0,0.0,0.25
2026-05-09,1,1,5,short,6,0.0,67.0,0.0,0.0
2026-05-09,1,1,5,very_long,3,0.0,16.0,0.0,0.0
2026-05-09,1,1,5,zero,16,0.0,533.0,0.0,0.0
2026-05-09,1,1,6,long,9,0.0,39.0,0.0,0.0
2026-05-09,1,1,6,medium,6,0.0,420.0,0.0,0.0
2026-05-09,1,1,6,short,9,0.0,50.0,0.0,0.0
2026-05-09,1,1,6,very_long,3,0.0,16.0,0.0,0.0
2026-05-09,1,1,6,zero,3,0.0,359.0,0.0,0.0
2026-05-09,1,1,7,long,9,0.0,48.0,0.0,0.0
2026-05-09,1,1,7,medium,8,0.0,314.0,0.0,0.0
2026-05-09,1,1,7,short,2,0.0,36.0,0.0,0.0
2026-05-09,1,1,7,very_long,12,0.0,27.0,0.0,0.0
2026-05-09,1,1,7,zero,4,0.0,248.0,0.0,0.0
2026-05-09,1,1,8,long,6,0.0,45.0,0.0,0.0
2026-05-09,1,1,8,medium,3,0.0,262.0,0.0,0.0
2026-05-09,1,1,8,short,1,0.0,34.0,0.0,0.0
2026-05-09,1,1,8,very_long,5,0.0,13.0,0.0,0.0
2026-05-09,1,1,8,zero,3,0.0,260.0,0.0,0.0
2026-05-09,1,1,9,long,1,0.0,22.0,0.0,0.0
2026-05-09,1,1,9,medium,11,0.0,220.0,0.004545454545454545,-0.004545454545454545
2026-05-09,1,1,9,short,5,0.0,41.0,0.0,0.0
2026-05-09,1,1,9,very_long,5,0.0,20.0,0.0,0.0
2026-05-09,1,1,9,zero,3,0.0,232.0,0.0,0.0
2026-05-10,0,0,0,long,1,0.0,44.0,0.0,0.0
2026-05-10,0,0,0,very_long,2,0.0,100.0,0.0,0.0
2026-05-10,0,0,0,zero,4,0.0,1020.0,0.0,0.0
2026-05-10,0,0,1,zero,6,0.0,777.0,0.0,0.0
2026-05-10,0,0,2,long,1,0.0,40.0,0.0,0.0
2026-05-10,0,0,2,medium,3,0.0,160.0,0.00625,-0.00625
2026-05-10,0,0,2,zero,2,0.0,207.0,0.0,0.0
2026-05-10,0,0,3,zero,1,0.0,119.0,0.0,0.0
2026-05-10,0,0,5,medium,5,0.0,120.0,0.0,0.0
2026-05-10,0,0,5,very_long,1,0.0,39.0,0.0,0.0
2026-05-10,0,0,5,zero,2,0.0,135.0,0.0,0.0
2026-05-10,0,0,6,long,3,0.0,23.0,0.0,0.0
2026-05-10,0,0,6,medium,3,0.0,107.0,0.0,0.0
2026-05-10,0,0,6,very_long,1,0.0,40.0,0.0,0.0
2026-05-10,0,0,7,long,1,0.0,31.0,0.0,0.0
2026-05-10,0,0,7,medium,5,0.0,95.0,0.0,0.0
2026-05-10,0,0,7,zero,1,0.0,123.0,0.0,0.0
2026-05-10,0,0,9,short,3,0.0,194.0,0.0,0.0
2026-05-10,0,0,9,zero,24,0.0,482.0,0.0,0.0
2026-05-10,0,1,0,medium,3,0.0,38.0,0.0,0.0
2026-05-10,0,1,1,long,2,0.0,1.0,0.0,0.0
2026-05-10,0,1,1,medium,3,0.0,34.0,0.0,0.0
2026-05-10,0,1,1,zero,1,0.0,15.0,0.0,0.0
2026-05-10,0,1,2,medium,1,0.0,75.0,0.0,0.0
2026-05-10,0,1,2,very_long,2,0.0,9.0,0.0,0.0
2026-05-10,0,1,3,short,1,0.0,4.0,0.0,0.0
2026-05-10,0,1,6,long,1,0.0,3.0,0.0,0.0
2026-05-10,0,1,7,short,1,0.0,15.0,0.0,0.0
2026-05-10,0,1,7,very_long,2,0.0,5.0,0.0,0.0
2026-05-10,0,1,7,zero,1,0.0,39.0,0.0,0.0
2026-05-10,0,1,8,long,2,0.0,2.0,0.0,0.0
2026-05-10,0,1,8,medium,1,0.0,19.0,0.0,0.0
2026-05-10,0,1,8,very_long,1,0.0,3.0,0.0,0.0
2026-05-10,0,1,9,medium,2,0.0,17.0,0.0,0.0
2026-05-10,0,1,9,very_long,1,0.0,1.0,0.0,0.0
2026-05-10,0,1,9,zero,1,0.0,29.0,0.034482758620689655,-0.034482758620689655
2026-05-10,1,0,0,long,2,0.0,15.0,0.0,0.0
2026-05-10,1,0,0,medium,1,0.0,98.0,0.0,0.0
2026-05-10,1,0,0,very_long,2,0.0,20.0,0.0,0.0
2026-05-10,1,0,0,zero,24,0.0,103.0,0.0,0.0
2026-05-10,1,0,1,zero,11,0.0,72.0,0.0,0.0
2026-05-10,1,0,2,very_long,1,0.0,19.0,0.0,0.0
2026-05-10,1,0,2,zero,2,0.0,781.0,0.0,0.0
2026-05-10,1,0,5,long,1,0.0,28.0,0.0,0.0
2026-05-10,1,0,5,medium,1,0.0,470.0,0.0,0.0
2026-05-10,1,0,5,short,1,0.0,79.0,0.0,0.0
2026-05-10,1,0,5,very_long,2,0.0,18.0,0.0,0.0
2026-05-10,1,0,5,zero,1,0.0,452.0,0.0,0.0
2026-05-10,1,0,6,long,1,0.0,21.0,0.0,0.0
2026-05-10,1,0,6,very_long,4,0.0,20.0,0.0,0.0
2026-05-10,1,0,6,zero,1,0.0,414.0,0.0,0.0
2026-05-10,1,0,7,long,5,0.0,33.0,0.0,0.0
2026-05-10,1,0,7,medium,7,0.0,326.0,0.0,0.0
2026-05-10,1,0,7,very_long,4,0.0,16.0,0.0,0.0
2026-05-10,1,0,8,long,3,0.0,18.0,0.0,0.0
2026-05-10,1,0,8,medium,1,0.0,151.0,0.0,0.0
2026-05-10,1,0,8,zero,5,0.0,192.0,0.0,0.0
2026-05-10,1,0,9,long,4,0.0,11.0,0.0,0.0
2026-05-10,1,0,9,medium,1,0.0,136.0,0.0,0.0
2026-05-10,1,0,9,very_long,1,0.0,16.0,0.0,0.0
2026-05-10,1,0,9,zero,7,0.0,149.0,0.013422818791946308,-0.013422818791946308
2026-05-10,1,1,0,long,1,0.0,11.0,0.0,0.0
2026-05-10,1,1,0,medium,15,0.0,31.0,0.0,0.0
2026-05-10,1,1,0,short,2,0.0,1.0,0.0,0.0
2026-05-10,1,1,0,very_long,1,0.0,7.0,0.0,0.0
2026-05-10,1,1,0,zero,84,0.0,97.0,0.0,0.0
2026-05-10,1,1,1,medium,17,0.0,40.0,0.0,0.0
2026-05-10,1,1,1,short,1,0.0,3.0,0.0,0.0
2026-05-10,1,1,1,very_long,1,0.0,7.0,0.0,0.0
2026-05-10,1,1,1,zero,56,0.0,84.0,0.0,0.0
2026-05-10,1,1,2,medium,30,0.0,689.0,0.0,0.0
2026-05-10,1,1,2,short,3,0.0,21.0,0.0,0.0
2026-05-10,1,1,2,very_long,1,0.0,14.0,0.0,0.0
2026-05-10,1,1,2,zero,8,0.0,334.0,0.0,0.0
2026-05-10,1,1,3,medium,11,0.0,378.0,0.0,0.0
2026-05-10,1,1,3,short,10,0.0,18.0,0.0,0.0
2026-05-10,1,1,3,zero,2,0.0,236.0,0.0,0.0
2026-05-10,1,1,4,long,4,0.0,34.0,0.0,0.0
2026-05-10,1,1,4,medium,6,0.0,268.0,0.0,0.0
2026-05-10,1,1,4,short,1,0.0,31.0,0.0,0.0
2026-05-10,1,1,5,long,2,0.0,45.0,0.0,0.0
2026-05-10,1,1,5,medium,15,0.0,558.0,0.0,0.0
2026-05-10,1,1,5,short,4,0.0,51.0,0.0,0.0
2026-05-10,1,1,5,very_long,5,0.0,11.0,0.0,0.0
2026-05-10,1,1,5,zero,21,0.0,465.0,0.0,0.0
2026-05-10,1,1,6,long,5,0.0,43.0,0.0,0.0
2026-05-10,1,1,6,medium,17,0.0,353.0,0.0,0.0
2026-05-10,1,1,6,short,4,0.0,50.0,0.0,0.0
2026-05-10,1,1,6,very_long,2,0.0,10.0,0.0,0.0
2026-05-10,1,1,6,zero,7,0.0,287.0,0.0,0.0
2026-05-10,1,1,7,long,10,0.0,56.0,0.0,0.0
2026-05-10,1,1,7,medium,13,0.0,318.0,0.0,0.0
2026-05-10,1,1,7,short,4,0.0,49.0,0.0,0.0
2026-05-10,1,1,7,very_long,11,0.0,24.0,0.0,0.0
2026-05-10,1,1,7,zero,6,0.0,262.0,0.0,0.0
2026-05-10,1,1,8,long,7,0.0,22.0,0.0,0.0
2026-05-10,1,1,8,medium,13,0.0,234.0,0.0,0.0
2026-05-10,1,1,8,short,5,0.0,36.0,0.0,0.0
2026-05-10,1,1,8,very_long,2,0.0,12.0,0.0,0.0
2026-05-10,1,1,8,zero,14,0.0,245.0,0.0,0.0
2026-05-10,1,1,9,long,7,0.0,23.0,0.0,0.0
2026-05-10,1,1,9,medium,27,0.037037037037037035,172.0,0.0,0.037037037037037035
2026-05-10,1,1,9,short,5,0.2,24.0,0.0,0.2
2026-05-10,1,1,9,very_long,5,0.2,9.0,0.0,0.2
2026-05-10,1,1,9,zero,20,0.0,202.0,0.0,0.0
2026-05-11,0,0,0,very_long,7,0.0,59.0,0.0,0.0
2026-05-11,0,0,0,zero,2,0.0,930.0,0.0,0.0
2026-05-11,0,0,1,very_long,3,0.0,49.0,0.0,0.0
2026-05-11,0,0,2,long,1,0.0,41.0,0.0,0.0
2026-05-11,0,0,2,medium,1,0.0,171.0,0.0,0.0
2026-05-11,0,0,2,short,2,0.0,97.0,0.0,0.0
2026-05-11,0,0,2,very_long,3,0.0,53.0,0.0,0.0
2026-05-11,0,0,3,short,1,0.0,21.0,0.0,0.0
2026-05-11,0,0,4,zero,1,0.0,28.0,0.0,0.0
2026-05-11,0,0,5,medium,2,0.0,110.0,0.0,0.0
2026-05-11,0,0,5,short,6,0.0,79.0,0.0,0.0
2026-05-11,0,0,5,zero,2,0.0,137.0,0.0,0.0
2026-05-11,0,0,6,long,3,0.0,35.0,0.0,0.0
2026-05-11,0,0,6,short,6,0.0,59.0,0.0,0.0
2026-05-11,0,0,6,very_long,2,0.0,48.0,0.0,0.0
2026-05-11,0,0,6,zero,4,0.0,116.0,0.0,0.0
2026-05-11,0,0,7,long,1,0.0,25.0,0.0,0.0
2026-05-11,0,0,7,medium,3,0.0,72.0,0.0,0.0
2026-05-11,0,0,7,very_long,3,0.0,25.0,0.0,0.0
2026-05-11,0,0,7,zero,5,0.0,143.0,0.0,0.0
2026-05-11,0,0,8,medium,2,0.0,71.0,0.0,0.0
2026-05-11,0,0,8,short,4,0.0,72.0,0.0,0.0
2026-05-11,0,0,8,very_long,1,0.0,21.0,0.0,0.0
2026-05-11,0,0,8,zero,1,0.0,203.0,0.0,0.0
2026-05-11,0,0,9,short,17,0.0,184.0,0.0,0.0
2026-05-11,0,0,9,very_long,5,0.0,38.0,0.0,0.0
2026-05-11,0,0,9,zero,14,0.0,603.0,0.001658374792703151,-0.001658374792703151
2026-05-11,0,1,0,zero,4,0.0,15.0,0.0,0.0
2026-05-11,0,1,1,short,1,0.0,2.0,0.0,0.0
2026-05-11,0,1,1,very_long,2,0.0,2.0,0.0,0.0
2026-05-11,0,1,1,zero,1,0.0,11.0,0.0,0.0
2026-05-11,0,1,2,short,6,0.0,10.0,0.0,0.0
2026-05-11,0,1,2,very_long,1,0.0,6.0,0.0,0.0
2026-05-11,0,1,4,short,1,0.0,3.0,0.0,0.0
2026-05-11,0,1,6,medium,1,0.0,41.0,0.0,0.0
2026-05-11,0,1,6,short,3,0.0,8.0,0.0,0.0
2026-05-11,0,1,7,medium,1,0.0,44.0,0.0,0.0
2026-05-11,0,1,7,very_long,1,0.0,9.0,0.0,0.0
2026-05-11,0,1,9,short,3,0.0,2.0,0.0,0.0
2026-05-11,0,1,9,very_long,1,0.0,3.0,0.0,0.0
2026-05-11,0,1,9,zero,1,0.0,24.0,0.041666666666666664,-0.041666666666666664
2026-05-11,1,0,0,long,1,0.0,7.0,0.0,0.0
2026-05-11,1,0,0,medium,4,0.0,92.0,0.0,0.0
2026-05-11,1,0,0,short,1,0.0,14.0,0.0,0.0
2026-05-11,1,0,0,very_long,2,0.0,5.0,0.0,0.0
2026-05-11,1,0,0,zero,2,0.0,172.0,0.0,0.0
2026-05-11,1,0,1,short,3,0.0,20.0,0.0,0.0
2026-05-11,1,0,1,zero,2,0.0,203.0,0.0,0.0
2026-05-11,1,0,2,medium,2,0.0,599.0,0.0,0.0
2026-05-11,1,0,2,short,1,0.0,22.0,0.0,0.0
2026-05-11,1,0,2,very_long,1,0.0,27.0,0.0,0.0
2026-05-11,1,0,2,zero,1,0.0,812.0,0.0,0.0
2026-05-11,1,0,3,zero,1,0.0,216.0,0.0,0.0
2026-05-11,1,0,5,long,2,0.0,21.0,0.0,0.0
2026-05-11,1,0,5,medium,3,0.0,506.0,0.0,0.0
2026-05-11,1,0,5,zero,1,0.0,558.0,0.0,0.0
2026-05-11,1,0,6,long,2,0.0,16.0,0.0,0.0
2026-05-11,1,0,6,short,3,0.0,71.0,0.0,0.0
2026-05-11,1,0,6,very_long,3,0.0,12.0,0.0,0.0
2026-05-11,1,0,6,zero,3,0.0,519.0,0.0,0.0
2026-05-11,1,0,7,long,1,0.0,23.0,0.0,0.0
2026-05-11,1,0,7,medium,3,0.0,409.0,0.0,0.0
2026-05-11,1,0,7,short,1,0.0,66.0,0.0,0.0
2026-05-11,1,0,7,very_long,1,0.0,13.0,0.0,0.0
2026-05-11,1,0,7,zero,4,0.0,357.0,0.0,0.0
2026-05-11,1,0,8,long,1,0.0,13.0,0.0,0.0
2026-05-11,1,0,8,medium,4,0.0,252.0,0.0,0.0
2026-05-11,1,0,8,short,2,0.0,32.0,0.0,0.0
2026-05-11,1,0,8,very_long,2,0.0,12.0,0.0,0.0
2026-05-11,1,0,8,zero,3,0.0,309.0,0.0,0.0
2026-05-11,1,0,9,medium,5,0.0,174.0,0.005747126436781609,-0.005747126436781609
2026-05-11,1,0,9,zero,1,0.0,280.0,0.0,0.0
2026-05-11,1,1,0,medium,3,0.0,62.0,0.0,0.0
2026-05-11,1,1,0,very_long,1,0.0,1.0,0.0,0.0
2026-05-11,1,1,0,zero,8,0.0,66.0,0.0,0.0
2026-05-11,1,1,1,medium,3,0.0,92.0,0.0,0.0
2026-05-11,1,1,1,short,2,0.0,17.0,0.0,0.0
2026-05-11,1,1,1,very_long,6,0.0,4.0,0.0,0.0
2026-05-11,1,1,1,zero,10,0.0,42.0,0.023809523809523808,-0.023809523809523808
2026-05-11,1,1,2,long,3,0.0,21.0,0.0,0.0
2026-05-11,1,1,2,medium,53,0.0,720.0,0.0,0.0
2026-05-11,1,1,2,short,12,0.0,37.0,0.0,0.0
2026-05-11,1,1,2,very_long,5,0.0,17.0,0.0,0.0
2026-05-11,1,1,2,zero,6,0.0,283.0,0.0,0.0
2026-05-11,1,1,3,long,1,0.0,11.0,0.0,0.0
2026-05-11,1,1,3,short,7,0.0,21.0,0.0,0.0
2026-05-11,1,1,3,very_long,2,0.0,1.0,0.0,0.0
2026-05-11,1,1,3,zero,2,0.0,205.0,0.0,0.0
2026-05-11,1,1,4,long,1,0.0,19.0,0.0,0.0
2026-05-11,1,1,4,very_long,2,0.0,7.0,0.0,0.0
2026-05-11,1,1,4,zero,1,0.0,185.0,0.0,0.0
2026-05-11,1,1,5,long,7,0.0,37.0,0.0,0.0
2026-05-11,1,1,5,medium,18,0.0,549.0,0.0,0.0
2026-05-11,1,1,5,short,5,0.0,69.0,0.0,0.0
2026-05-11,1,1,5,very_long,2,0.0,9.0,0.0,0.0
2026-05-11,1,1,5,zero,8,0.0,524.0,0.0,0.0
2026-05-11,1,1,6,long,6,0.0,32.0,0.0,0.0
2026-05-11,1,1,6,medium,8,0.0,372.0,0.0,0.0
2026-05-11,1,1,6,short,9,0.0,54.0,0.0,0.0
2026-05-11,1,1,6,very_long,4,0.0,25.0,0.0,0.0
2026-05-11,1,1,6,zero,6,0.0,406.0,0.0,0.0
2026-05-11,1,1,7,long,10,0.0,68.0,0.0,0.0
2026-05-11,1,1,7,medium,10,0.0,345.0,0.0,0.0
2026-05-11,1,1,7,short,4,0.0,62.0,0.0,0.0
2026-05-11,1,1,7,very_long,8,0.0,27.0,0.0,0.0
2026-05-11,1,1,7,zero,6,0.0,331.0,0.0,0.0
2026-05-11,1,1,8,long,7,0.0,30.0,0.0,0.0
2026-05-11,1,1,8,medium,6,0.0,320.0,0.0,0.0
2026-05-11,1,1,8,short,4,0.0,40.0,0.0,0.0
2026-05-11,1,1,8,very_long,5,0.0,16.0,0.0,0.0
2026-05-11,1,1,8,zero,2,0.0,347.0,0.0,0.0
2026-05-11,1,1,9,long,21,0.14285714285714285,30.0,0.0,0.14285714285714285
2026-05-11,1,1,9,medium,15,0.0,235.0,0.00425531914893617,-0.00425531914893617
2026-05-11,1,1,9,short,3,0.0,35.0,0.0,0.0
2026-05-11,1,1,9,very_long,7,0.0,14.0,0.0,0.0
2026-05-11,1,1,9,zero,9,0.0,238.0,0.0,0.0
2026-05-12,0,0,0,very_long,1,0.0,87.0,0.0,0.0
2026-05-12,0,0,0,zero,1,0.0,596.0,0.0,0.0
2026-05-12,0,0,1,very_long,1,0.0,107.0,0.0,0.0
2026-05-12,0,0,2,long,4,0.0,85.0,0.011764705882352941,-0.011764705882352941
2026-05-12,0,0,2,medium,1,0.0,422.0,0.0,0.0
2026-05-12,0,0,2,very_long,4,0.0,107.0,0.0,0.0
2026-05-12,0,0,2,zero,1,0.0,436.0,0.0,0.0
2026-05-12,0,0,3,long,2,0.0,7.0,0.0,0.0
2026-05-12,0,0,4,zero,1,0.0,42.0,0.0,0.0
2026-05-12,0,0,5,long,1,0.0,53.0,0.0,0.0
2026-05-12,0,0,5,medium,2,0.0,132.0,0.0,0.0
2026-05-12,0,0,5,short,2,0.0,91.0,0.0,0.0
2026-05-12,0,0,6,long,3,0.0,51.0,0.0,0.0
2026-05-12,0,0,6,medium,2,0.0,126.0,0.0,0.0
2026-05-12,0,0,6,short,2,0.0,83.0,0.0,0.0
2026-05-12,0,0,6,zero,3,0.0,167.0,0.0,0.0
2026-05-12,0,0,7,long,3,0.0,47.0,0.0,0.0
2026-05-12,0,0,7,medium,1,0.0,113.0,0.0,0.0
2026-05-12,0,0,7,short,3,0.0,95.0,0.0,0.0
2026-05-12,0,0,7,very_long,1,0.0,40.0,0.0,0.0
2026-05-12,0,0,7,zero,4,0.0,219.0,0.0,0.0
2026-05-12,0,0,8,long,1,0.0,21.0,0.0,0.0
2026-05-12,0,0,8,short,2,0.0,90.0,0.0,0.0
2026-05-12,0,0,8,zero,4,0.0,247.0,0.0,0.0
2026-05-12,0,0,9,medium,1,0.0,128.0,0.0078125,-0.0078125
2026-05-12,0,0,9,short,11,0.0,170.0,0.0,0.0
2026-05-12,0,0,9,zero,12,0.08333333333333333,444.0,0.006756756756756757,0.07657657657657657
2026-05-12,0,1,0,zero,1,0.0,7.0,0.0,0.0
2026-05-12,0,1,1,zero,3,0.0,14.0,0.0,0.0
2026-05-12,0,1,2,long,1,0.0,30.0,0.0,0.0
2026-05-12,0,1,2,medium,1,0.0,194.0,0.005154639175257732,-0.005154639175257732
2026-05-12,0,1,2,zero,2,0.0,90.0,0.0,0.0
2026-05-12,0,1,6,medium,3,0.0,71.0,0.0,0.0
2026-05-12,0,1,6,short,1,0.0,11.0,0.0,0.0
2026-05-12,0,1,6,zero,2,0.0,134.0,0.0,0.0
2026-05-12,0,1,7,long,1,0.0,7.0,0.0,0.0
2026-05-12,0,1,7,medium,2,0.0,71.0,0.0,0.0
2026-05-12,0,1,7,very_long,2,0.0,11.0,0.0,0.0
2026-05-12,0,1,8,long,1,0.0,4.0,0.0,0.0
2026-05-12,0,1,8,medium,2,0.0,50.0,0.0,0.0
2026-05-12,0,1,8,short,1,0.0,12.0,0.0,0.0
2026-05-12,0,1,8,very_long,1,0.0,8.0,0.0,0.0
2026-05-12,0,1,9,long,2,0.0,1.0,0.0,0.0
